character,move,base_damage,damage,angle,bkb,kbg,launch_angle,hitstun
Robin,"Dair (Levin Sword, Late)",8,8.4,65,45,80,65,24
Robin,Dair (Bronze Sword),7.2,7.56,361,55,80,19.54756969,28
Robin,Thunder,4.5,4.725,50,50,20,50,20
Robin,Elthunder,10.5,11.025,50,30,100,50,22
Robin,Arcthunder (Hit 1),3,3.15,70,50,75,70,24
Robin,Arcthunder (Hitbox 1),1,1.05,110,20,100,110,12
Robin,Arcthunder (Hitbox 2),1,1.05,366,16,100,366,11
Robin,Arcthunder (Hitbox 3),1,1.05,366,16,100,366,11
Robin,Arcthunder (Final Hit),1,1.05,50,60,280,50,43
Robin,Thoron,2.6,2.73,60,50,230,60,36
Robin,Super Thoron,2.6,2.73,60,50,230,60,36
Robin,Arcfire (Hit 1),1,1.05,85,22,100,85,13
Robin,Arcfire,1,1.05,78,16,100,78,11
Robin,Arcfire (Final Hit),4,4.2,70,80,115,70,40
Robin,Elwind (Hit 1),7,7.35,255,10,100,255,12
Robin,"Elwind (Hit 1, Late)",5,5.25,80,100,30,80,41
Robin,Elwind (Hit 2),5,5.25,125,60,70,125,28
Robin,Nosferatu (Attack),0.8,0.84,0,0,0,0,0
Rosalina And Luma,Jab 1 (Rosalina) (Hitbox 1),2,2.1,70,40,100,70,18
Rosalina And Luma,Jab 1 (Rosalina) (Hitbox 2),2,2.1,82,30,100,82,15
Rosalina And Luma,Jab 1 (Luma),2,2.1,70,50,100,70,22
Rosalina And Luma,Jab 2 (Rosalina) (Hitbox 1),1,1.05,74,40,100,74,18
Rosalina And Luma,Jab 2 (Rosalina) (Hitbox 2),1,1.05,82,30,100,82,15
Rosalina And Luma,Jab 2 (Luma),2,2.1,90,50,100,90,22
Rosalina And Luma,Jab 3 (Rosalina),3,3.15,74,48,80,74,24
Rosalina And Luma,Jab 3 (Luma),4,4.2,80,60,150,80,34
Rosalina And Luma,Rapid Jab (Luma),1.2,1.26,50,15,100,50,12
Rosalina And Luma,Rapid Jab Finisher (Rosalina),3,3.15,361,60,150,40,34
Rosalina And Luma,Rapid Jab Finisher (Luma),3,3.15,80,60,130,80,32
Rosalina And Luma,"Dash Attack (Hit 1, Rosalina)",3,3.15,45,40,50,45,18
Rosalina And Luma,"Dash Attack (Hit 2, Rosalina)",4,4.2,65,70,130,65,37
Rosalina And Luma,Dash Attack (Luma),3,3.15,45,45,50,45,20
Rosalina And Luma,Ftilt (Rosalina) (Hitbox 1),6,6.3,361,35,90,0,20
Rosalina And Luma,Ftilt (Rosalina) (Hitbox 2),6,6.3,361,35,90,0,20
Rosalina And Luma,Ftilt (Rosalina) (Hitbox 3),5,5.25,361,35,90,0,20
Rosalina And Luma,Ftilt (Luma),4.3,4.515,361,40,125,7.475738014,25
Rosalina And Luma,Utilt (Rosalina),8,8.4,88,80,70,88,37
Rosalina And Luma,"Utilt (Early, Luma)",8,8.4,88,120,60,88,52
Rosalina And Luma,Utilt (Luma) (Hitbox 1),4,4.2,98,85,60,98,37
Rosalina And Luma,Utilt (Luma) (Hitbox 2),4,4.2,93,80,60,93,35
Rosalina And Luma,"Utilt (Late, Luma)",3,3.15,90,80,60,90,35
Rosalina And Luma,Dtilt (Rosalina),4.5,4.725,30,35,98,30,20
Rosalina And Luma,Dtilt (Luma),3.5,3.675,30,35,120,30,22
Rosalina And Luma,Fsmash (Rosalina),12,12.6,361,30,111,7.242396894,25
Rosalina And Luma,Fsmash (Luma) (Hitbox 1),7,7.35,361,43,165,30.14512752,31
Rosalina And Luma,Fsmash (Luma) (Hitbox 2),5,5.25,70,43,165,70,29
Rosalina And Luma,Usmash (Rosalina),12,12.6,86,45,90,86,28
Rosalina And Luma,Usmash (Luma),6,6.3,85,60,142,85,35
Rosalina And Luma,"Usmash (Late, Luma)",5,5.25,85,60,142,85,34
Rosalina And Luma,"Dsmash (Hit 1, Rosalina)",7,7.35,32,40,102,32,24
Rosalina And Luma,"Dsmash (Hit 2, Rosalina)",9,9.45,32,36,105,32,24
Rosalina And Luma,"Dsmash (Hit 1, Luma)",4,4.2,33,40,155,33,27
Rosalina And Luma,"Dsmash (Hit 2, Luma)",5,5.25,33,40,155,33,27
Rosalina And Luma,Fthrow,9,9.45,45,45,76,45,24
Rosalina And Luma,Bthrow,11,11.55,50,70,60,50,34
Rosalina And Luma,Uthrow,7,7.35,88,50,90,88,27
Rosalina And Luma,Dthrow,9,9.45,70,90,35,70,38
Rosalina And Luma,Nair (Rosalina),5,5.25,361,30,108,0,19
Rosalina And Luma,"Nair (Late, Rosalina)",7.5,7.875,361,25,108,0,19
Rosalina And Luma,"Nair (Hit 1, Luma)",4,4.2,361,40,170,19.8459441,28
Rosalina And Luma,"Nair (Hit 2, Luma)",3,3.15,361,40,170,18.07937616,28
Rosalina And Luma,Fair (Rosalina) (Hitbox 1),1,1.05,366,55,100,366,28
Rosalina And Luma,Fair (Rosalina) (Hitbox 2),1,1.05,30,55,100,30,28
Rosalina And Luma,"Fair (Final Hit, Rosalina)",4,4.2,361,50,138,25.0178,30
Rosalina And Luma,Fair (Luma),5,5.25,80,30,150,80,23
Rosalina And Luma,Bair (Rosalina),11,11.55,30,38,65,30,21
Rosalina And Luma,Bair (Luma),4,4.2,28,30,150,28,22
Rosalina And Luma,"Uair (Early, Rosalina)",10,10.5,88,40,98,88,25
Rosalina And Luma,Uair (Rosalina),5,5.25,88,40,98,88,23
Rosalina And Luma,"Uair (Late, Rosalina)",2,2.1,88,20,30,88,9
Rosalina And Luma,Uair (Luma) (Hitbox 1),4,4.2,108,110,60,108,47
Rosalina And Luma,Uair (Luma) (Hitbox 2),4,4.2,92,110,60,92,47
Rosalina And Luma,"Dair (Early, Rosalina)",8,8.4,361,40,80,0,22
Rosalina And Luma,"Dair (Meteor, Rosalina)",7,7.35,270,20,67,270,13
Rosalina And Luma,Dair (Rosalina),6,6.3,45,35,100,45,21
Rosalina And Luma,"Dair (Late, Rosalina)",2,2.1,361,20,30,0,9
Rosalina And Luma,Dair (Luma),5,5.25,45,90,110,45,44
Rosalina And Luma,Luma Shot (No Charge),1,1.05,52,50,104,52,26
Rosalina And Luma,Luma Shot (Full Charge Release),16,16.8,52,50,104,52,36
Rosalina And Luma,Luma Shot (Wand Wave),0,0,361,30,100,0,15
Rosalina And Luma,Star Bits,2.8,2.94,55,30,50,55,14
Roy,Jab 1 (Hitbox 1),7.5,7.875,62,40,60,62,20
Roy,Jab 1 (Hitbox 2),7.5,7.875,62,40,60,62,20
Roy,Jab 1 (Hitbox 3),4.8,5.04,38,32,60,38,16
Roy,Dash Attack (Hitbox 1),13,13.65,52,65,82,52,36
Roy,Dash Attack (Hitbox 2),9,9.45,361,60,60,22.29112034,29
Roy,Ftilt (Hitbox 1),12.5,13.125,361,30,100,3.810777368,24
Roy,Ftilt (Hitbox 2),9,9.45,361,40,80,1.150065217,23
Roy,Ftilt (Hitbox 3),8,8.4,361,40,80,0,22
Roy,Utilt (Early) (Hitbox 1),12,12.6,98,35,103,98,26
Roy,Utilt (Early) (Hitbox 2),12,12.6,98,35,103,98,26
Roy,Utilt (Early) (Hitbox 3),12,12.6,98,35,103,98,26
Roy,Utilt (Early) (Hitbox 4),7,7.35,65,30,100,65,20
Roy,Utilt (Hitbox 1),12,12.6,98,35,103,98,26
Roy,Utilt (Hitbox 2),12,12.6,98,35,103,98,26
Roy,Utilt (Hitbox 3),7,7.35,65,30,100,65,20
Roy,Utilt (Late) (Hitbox 1),12,12.6,98,35,103,98,26
Roy,Utilt (Late) (Hitbox 2),7,7.35,65,30,100,65,20
Roy,Dtilt (Hitbox 1),11,11.55,30,50,40,30,23
Roy,Dtilt (Hitbox 2),6.5,6.825,30,40,40,30,18
Roy,Fsmash (Hitbox 1),20,21,361,70,70,40,42
Roy,Fsmash (Hitbox 2),17,17.85,361,70,70,40,39
Roy,Fsmash (Hitbox 3),12,12.6,361,30,70,0,19
Roy,Usmash (Hit 1) (Hitbox 1),1,1.05,101,120,100,101,43
Roy,Usmash (Hit 1) (Hitbox 2),1,1.05,116,150,100,116,52
Roy,Usmash (Hit 2-4) (Hitbox 1),2,2.1,98,95,100,98,35
Roy,Usmash (Hit 2-4) (Hitbox 2),2,2.1,260,60,100,260,25
Roy,Usmash (Hit 5),10,10.5,90,70,90,90,36
Roy,Dsmash (Hit 1) (Hitbox 1),15,15.75,50,42,85,50,28
Roy,Dsmash (Hit 1) (Hitbox 2),10,10.5,361,15,90,0,14
Roy,Dsmash (Hit 1) (Hitbox 3),10,10.5,361,15,90,0,14
Roy,Dsmash (Hit 2) (Hitbox 1),17,17.85,47,42,85,47,30
Roy,Dsmash (Hit 2) (Hitbox 2),11,11.55,361,15,90,0,15
Roy,Dsmash (Hit 2) (Hitbox 3),11,11.55,361,15,90,0,15
Roy,Fthrow,5,5.25,45,70,45,45,30
Roy,Bthrow,5,5.25,117,70,45,117,30
Roy,Uthrow,6,6.3,97,60,100,97,31
Roy,Dthrow,5,5.25,80,65,60,80,29
Roy,Nair (Hit 1) (Hitbox 1),6,6.3,80,30,30,80,13
Roy,Nair (Hit 1) (Hitbox 2),4,4.2,80,30,30,80,13
Roy,Nair (Hit 1) (Hitbox 3),6,6.3,80,30,30,80,13
Roy,Nair (Hit 2) (Hitbox 1),8.5,8.925,50,50,100,50,29
Roy,Nair (Hit 2) (Hitbox 2),8.5,8.925,50,50,100,50,29
Roy,Nair (Hit 2) (Hitbox 3),5,5.25,50,50,100,50,27
Roy,Fair (Hitbox 1),11,11.55,361,50,80,19.50795342,28
Roy,Fair (Hitbox 2),11,11.55,361,50,80,19.50795342,28
Roy,Fair (Hitbox 3),11,11.55,361,50,80,19.50795342,28
Roy,Fair (Hitbox 4),7,7.35,361,50,80,12.10499689,26
Roy,Bair (Hitbox 1),12,12.6,361,30,100,2.27757764,23
Roy,Bair (Hitbox 2),12,12.6,361,30,100,2.27757764,23
Roy,Bair (Hitbox 3),9,9.45,361,10,100,0,13
Roy,Uair (Hitbox 1),9,9.45,80,40,80,80,23
Roy,Uair (Hitbox 2),9,9.45,80,40,80,80,23
Roy,Uair (Hitbox 3),9,9.45,80,40,80,80,23
Roy,Uair (Hitbox 4),6,6.3,90,10,70,90,9
Roy,Dair (Hitbox 1),15,15.75,270,20,90,270,20
Roy,Dair (Hitbox 2),15,15.75,80,20,90,80,20
Roy,Dair (Hitbox 3),10,10.5,80,30,90,80,20
Roy,Flare Blade (Uncharged),6,6.3,49,40,110,49,24
Roy,Flare Blade (Charged) (Hitbox 1),50,52.5,361,50,83,40,94
Roy,Flare Blade (Charged) (Hitbox 2),36,37.8,361,50,70,40,55
Roy,Double Edge Dance (Hitbox 1),3,3.15,50,40,50,50,18
Roy,Double Edge Dance (Hitbox 2),2,2.1,91,30,75,91,16
Roy,Double Edge Dance (Hitbox 3),2,2.1,110,30,75,110,16
Roy,Double Edge Dance 2 (Up) (Hitbox 1),3,3.15,40,28,50,40,14
Roy,Double Edge Dance 2 (Up) (Hitbox 2),2,2.1,75,28,50,75,13
Roy,Double Edge Dance 2 (Up) (Hitbox 3),2,2.1,90,28,50,90,13
Roy,Double Edge Dance 2 (Hitbox 1),3,3.15,60,35,50,60,16
Roy,Double Edge Dance 2 (Hitbox 2),2,2.1,80,35,50,80,16
Roy,Double Edge Dance 2 (Hitbox 3),2,2.1,85,35,50,85,16
Roy,Double Edge Dance 3 (Up) (Hitbox 1),4,4.2,60,40,50,60,18
Roy,Double Edge Dance 3 (Up) (Hitbox 2),3,3.15,80,40,50,80,18
Roy,Double Edge Dance 3 (Up) (Hitbox 3),3,3.15,88,40,50,88,18
Roy,Double Edge Dance 3 (Up) (Hitbox 4),3,3.15,93,40,50,93,18
Roy,"Double Edge Dance 3 (Up, Late) (Hitbox 1)",4,4.2,60,40,50,60,18
Roy,"Double Edge Dance 3 (Up, Late) (Hitbox 2)",3,3.15,80,40,50,80,18
Roy,"Double Edge Dance 3 (Up, Late) (Hitbox 3)",3,3.15,88,40,50,88,18
Roy,Double Edge Dance 3 (Hitbox 1),4,4.2,40,40,50,40,18
Roy,Double Edge Dance 3 (Hitbox 2),3,3.15,50,40,50,50,18
Roy,Double Edge Dance 3 (Hitbox 3),3,3.15,55,40,50,55,18
Roy,Double Edge Dance 3 (Down) (Hitbox 1),4,4.2,20,30,40,20,14
Roy,Double Edge Dance 3 (Down) (Hitbox 2),3,3.15,20,30,40,20,14
Roy,Double Edge Dance 4 (Up) (Hitbox 1),7,7.35,80,60,118,80,33
Roy,Double Edge Dance 4 (Up) (Hitbox 2),5,5.25,80,60,118,80,32
Roy,Double Edge Dance 4 (Up) (Hitbox 3),5,5.25,80,60,118,80,32
Roy,Double Edge Dance 4 (Hitbox 1),6,6.3,361,60,130,40,34
Roy,Double Edge Dance 4 (Hitbox 2),4,4.2,361,60,130,37.02504969,33
Roy,Double Edge Dance 4 (Hitbox 3),4,4.2,361,60,130,37.02504969,33
Roy,"Double Edge Dance 4 (Down, Hits 1-4)",2,2.1,80,2,40,80,2
Roy,"Double Edge Dance 4 (Down, Hit 5) (Hitbox 1)",5,5.25,361,70,80,38.08703416,33
Roy,"Double Edge Dance 4 (Down, Hit 5) (Hitbox 2)",3,3.15,361,70,80,36.23903416,33
Roy,"Double Edge Dance 4 (Down, Hit 5) (Hitbox 3)",3,3.15,361,70,80,36.23903416,33
Roy,Blazer (Hit 1) (Hitbox 1),5.5,5.775,84,160,100,84,55
Roy,Blazer (Hit 1) (Hitbox 2),5.5,5.775,84,120,100,84,43
Roy,Blazer (Hitbox 1),1.1,1.155,366,160,100,366,55
Roy,Blazer (Hitbox 2),1.1,1.155,366,160,100,366,55
Roy,Blazer (Hitbox 3),1.1,1.155,366,120,100,366,43
Roy,Blazer (Hitbox 4),1.1,1.155,366,120,100,366,43
Roy,Blazer (Final Hit),8,8.4,70,40,130,70,27
Roy,"Blazer (Hit 1, Aerial) (Hitbox 1)",4.5,4.725,84,160,100,84,55
Roy,"Blazer (Hit 1, Aerial) (Hitbox 2)",4.5,4.725,84,120,100,84,43
Roy,Blazer (Aerial) (Hitbox 1),1,1.05,366,160,100,366,55
Roy,Blazer (Aerial) (Hitbox 2),1,1.05,366,160,100,366,55
Roy,Blazer (Aerial) (Hitbox 3),1,1.05,366,120,100,366,43
Roy,Blazer (Aerial) (Hitbox 4),1,1.05,366,120,100,366,43
Roy,"Blazer (Final Hit, Aerial)",6,6.3,70,40,120,70,25
Roy,Counter (Attack) (Hitbox 1),9,9.45,361,35,100,1.437581522,23
Roy,Counter (Attack) (Hitbox 2),9,9.45,361,35,70,0,20
Ryu,Light Jab 1 (Hitbox 1),2,2.1,70,15,100,70,11
Ryu,Light Jab 1 (Hitbox 2),2,2.1,85,15,100,85,11
Ryu,Medium Jab 1,10,10.5,50,40,110,50,27
Ryu,Jab 2 (Hitbox 1),3,3.15,75,24,100,75,14
Ryu,Jab 2 (Hitbox 2),3,3.15,82,24,100,82,14
Ryu,Jab 3,5,5.25,45,70,50,45,31
Ryu,Dash Attack,12,12.6,50,80,65,50,39
Ryu,Dash Attack (Late),8,8.4,80,80,60,80,36
Ryu,Light Ftilt (Hitbox 1),6.8,7.14,55,66,46,55,29
Ryu,Light Ftilt (Hitbox 2),6.8,7.14,72,66,46,72,29
Ryu,Medium Ftilt (Hit 1),3,3.15,270,15,100,270,11
Ryu,Medium Ftilt (Hit 2),6,6.3,46,60,90,46,30
Ryu,Light Utilt (Hitbox 1),2,2.1,84,19,94,84,13
Ryu,Light Utilt (Hitbox 2),2,2.1,105,19,94,105,13
Ryu,Medium Utilt (Hitbox 1),12,12.6,80,70,70,80,35
Ryu,Medium Utilt (Hitbox 2),12,12.6,80,70,70,80,35
Ryu,Medium Utilt (Hitbox 3),12,12.6,80,70,70,80,35
Ryu,Medium Utilt (Hitbox 4),8,8.4,80,70,70,80,33
Ryu,Medium Utilt (Late),12,12.6,80,70,70,80,35
Ryu,Light Dtilt (Hitbox 1),1.6,1.68,50,9,100,50,9
Ryu,Light Dtilt (Hitbox 2),1.6,1.68,50,11,100,50,10
Ryu,Light Dtilt (Hitbox 3),1.6,1.68,50,5,100,50,8
Ryu,Medium Dtilt (Hitbox 1),7,7.35,64,70,23,64,29
Ryu,Medium Dtilt (Hitbox 2),5.5,5.775,64,70,23,64,28
Ryu,Fsmash (Hitbox 1),16,16.8,361,25,94,5.480785093,24
Ryu,Fsmash (Hitbox 2),16,16.8,361,25,94,5.480785093,24
Ryu,Fsmash (Hitbox 3),17.5,18.375,361,25,94,11.27444827,26
Ryu,Usmash,17,17.85,83,32,76,83,25
Ryu,Usmash (Late),13.5,14.175,83,32,81,83,23
Ryu,Dsmash (Hitbox 1),16,16.8,45,50,50,45,27
Ryu,Dsmash (Hitbox 2),15,15.75,45,50,50,45,26
Ryu,Dsmash (Hitbox 3),12,12.6,80,50,50,80,25
Ryu,Dsmash (Hitbox 4),12,12.6,80,50,50,80,25
Ryu,Fthrow,9,9.45,50,75,45,50,33
Ryu,Bthrow,12,12.6,52,75,45,52,34
Ryu,Uthrow,8,8.4,88,55,75,88,28
Ryu,Dthrow,4,4.2,76,50,137,76,31
Ryu,Nair,8,8.4,361,20,100,0,16
Ryu,Nair (Late),4.5,4.725,361,13,90,0,11
Ryu,Fair (Hitbox 1),15,15.75,61,80,49,61,38
Ryu,Fair (Hitbox 2),9,9.45,70,65,25,70,27
Ryu,Fair (Late) (Hitbox 1),13,13.65,61,80,49,61,37
Ryu,Fair (Late) (Hitbox 2),8,8.4,70,65,25,70,27
Ryu,Bair (Hitbox 1),16,16.8,361,12,90,0,18
Ryu,Bair (Hitbox 2),13,13.65,361,12,90,0,15
Ryu,Uair (Hit 1),5,5.25,367,20,100,367,12
Ryu,Uair,6,6.3,75,0,172,75,14
Ryu,Dair (Hitbox 1),15,15.75,300,10,80,300,15
Ryu,Dair (Hitbox 2),12,12.6,84,14,60,84,12
Ryu,Dair (Hitbox 3),11,11.55,48,20,80,48,16
Ryu,Light Hadouken,5,5.25,0,45,10,0,17
Ryu,True Light Hadouken,6.25,6.5625,60,45,10,60,17
Ryu,Medium Hadouken,5.5,5.775,0,45,10,0,17
Ryu,True Medium Hadouken,6.875,7.21875,60,45,10,60,17
Ryu,Heavy Hadouken,6,6.3,0,45,10,0,17
Ryu,True Heavy Hadouken,7.5,7.875,60,45,10,60,17
Ryu,Light Shakunetsu Hadouken,1.1,1.155,0,8,10,0,2
Ryu,Medium Shakunetsu Hadouken,1.1,1.155,0,11,10,0,4
Ryu,Heavy Shakunetsu Hadouken,1.1,1.155,0,14,10,0,5
Ryu,Shakunetsu Hadouken (Final Hit),4,4.2,55,60,60,55,27
Ryu,Tatsumaki Senpukyaku (Early),8,8.4,80,105,30,80,43
Ryu,True Tatsumaki Senpukyaku (Early),9.28,9.744,80,105,30,80,44
Ryu,Light Tatsumaki Senpukyaku (Grounded),9,9.45,55,80,50,55,36
Ryu,True Light Tatsumaki Senpukyaku (Grounded),10.44,10.962,55,80,50,55,36
Ryu,Medium Tatsumaki Senpukyaku (Grounded),10.5,11.025,62,80,57,62,37
Ryu,True Medium Tatsumaki Senpukyaku (Grounded),12.18,12.789,62,80,57,62,38
Ryu,Heavy Tatsumaki Senpukyaku (Grounded),12,12.6,70,80,65,70,39
Ryu,True Heavy Tatsumaki Senpukyaku (Grounded),13.92,14.616,70,80,65,70,40
Ryu,Light Tatsumaki Senpukyaku (Aerial),8,8.4,50,80,50,50,35
Ryu,True Light Tatsumaki Senpukyaku (Aerial),9.28,9.744,50,80,50,50,36
Ryu,Medium Tatsumaki Senpukyaku (Aerial),9.5,9.975,50,80,57,50,37
Ryu,True Medium Tatsumaki Senpukyaku (Aerial),11.02,11.571,50,80,57,50,37
Ryu,Heavy Tatsumaki Senpukyaku (Aerial),11,11.55,50,80,65,50,38
Ryu,True Heavy Tatsumaki Senpukyaku (Aerial),12.76,13.398,50,80,65,50,39
Ryu,"Light Shoryuken (Early, Grounded)",13,13.65,80,80,58,80,38
Ryu,"True Light Shoryuken (Early, Grounded)",15.6,16.38,80,80,58,80,40
Ryu,"Medium Shoryuken (Early, Grounded)",14,14.7,80,80,64,80,40
Ryu,"True Medium Shoryuken (Early, Grounded)",16.8,17.64,80,80,64,80,42
Ryu,"Heavy Shoryuken (Early, Grounded)",15,15.75,80,80,69,80,41
Ryu,"True Heavy Shoryuken (Early, Grounded)",18,18.9,80,80,69,80,44
Ryu,Shoryuken (Grounded),12,12.6,80,80,64,80,39
Ryu,True Shoryuken (Grounded),14.4,15.12,80,80,64,80,40
Ryu,"Shoryuken (Late, Grounded)",7,7.35,70,60,90,70,31
Ryu,"True Shoryuken (Late, Grounded)",8.4,8.82,70,60,90,70,32
Ryu,"Light Shoryuken (Early, Aerial)",12,12.6,80,80,49,80,37
Ryu,"True Light Shoryuken (Early, Aerial)",14.4,15.12,80,80,49,80,38
Ryu,"Medium Shoryuken (Early, Aerial)",13,13.65,80,80,54,80,38
Ryu,"True Medium Shoryuken (Early, Aerial)",15.6,16.38,80,80,54,80,39
Ryu,"Heavy Shoryuken (Early, Aerial)",14,14.7,80,80,60,80,39
Ryu,"True Heavy Shoryuken (Early, Aerial)",16.8,17.64,80,80,60,80,41
Ryu,Shoryuken (Aerial),10,10.5,80,80,57,80,37
Ryu,True Shoryuken (Aerial),12,12.6,80,80,57,80,38
Ryu,"Shoryuken (Late, Aerial)",7,7.35,70,70,60,70,32
Ryu,"True Shoryuken (Late, Aerial)",8.4,8.82,70,70,60,70,33
Ryu,Focus Attack (No Charge),12,12.6,60,100,10,60,40
Ryu,Focus Attack (Stage 2),10,10.5,60,0,100,60,10
Ryu,Focus Attack (Stage 3),17,17.85,60,0,100,60,16
Samus,Jab 1 (Hitbox 1),3,3.15,361,8,80,0,8
Samus,Jab 1 (Hitbox 2),3,3.15,361,8,100,0,9
Samus,Jab 1 (Hitbox 3),3,3.15,361,8,100,0,9
Samus,Jab 2,8,8.4,361,30,95,0,20
Samus,Dash Attack (Early),7,7.35,75,80,60,75,36
Samus,Dash Attack,10,10.5,75,80,60,75,37
Samus,Dash Attack (Late),6,6.3,75,80,60,75,36
Samus,Ftilt (Angled Up) (Hitbox 1),8,8.4,361,20,70,0,13
Samus,Ftilt (Angled Up) (Hitbox 2),9,9.45,361,20,70,0,14
Samus,Ftilt (Angled Up) (Hitbox 3),10,10.5,361,30,100,0,22
Samus,Ftilt (Angled Up) (Hitbox 4),11,11.55,361,30,100,0,22
Samus,Ftilt (Hitbox 1),7,7.35,361,20,70,0,13
Samus,Ftilt (Hitbox 2),8,8.4,361,20,70,0,13
Samus,Ftilt (Hitbox 3),9,9.45,361,30,100,0,21
Samus,Ftilt (Hitbox 4),10,10.5,361,30,100,0,22
Samus,Ftilt (Angled Down) (Hitbox 1),8,8.4,361,20,70,0,13
Samus,Ftilt (Angled Down) (Hitbox 2),9,9.45,361,20,70,0,14
Samus,Ftilt (Angled Down) (Hitbox 3),10,10.5,361,30,100,0,22
Samus,Ftilt (Angled Down) (Hitbox 4),11,11.55,361,30,100,0,22
Samus,Utilt (Hitbox 1),13,13.65,270,40,100,270,28
Samus,Utilt (Hitbox 2),13,13.65,270,40,100,270,28
Samus,Utilt (Hitbox 3),12,12.6,361,40,100,16.56329193,27
Samus,Utilt (Hitbox 4),12,12.6,361,40,100,16.56329193,27
Samus,Dtilt,12,12.6,80,80,48,80,37
Samus,Fsmash (Angled Up) (Hitbox 1),13,13.65,361,16,112,0,20
Samus,Fsmash (Angled Up) (Hitbox 2),13,13.65,361,16,112,0,20
Samus,Fsmash (Angled Up) (Hitbox 3),15,15.75,361,40,100,26.63130823,30
Samus,Fsmash (Hitbox 1),12,12.6,361,16,112,0,19
Samus,Fsmash (Hitbox 2),12,12.6,361,16,112,0,19
Samus,Fsmash (Hitbox 3),14,14.7,361,40,100,23.04361801,29
Samus,Fsmash (Angled Down) (Hitbox 1),11,11.55,361,16,112,0,18
Samus,Fsmash (Angled Down) (Hitbox 2),11,11.55,361,16,112,0,18
Samus,Fsmash (Angled Down) (Hitbox 3),13.5,14.175,361,40,100,21.3366547,28
Samus,Usmash (Hit 1) (Hitbox 1),3,3.15,366,70,100,366,28
Samus,Usmash (Hit 1) (Hitbox 2),3,3.15,110,100,100,110,37
Samus,Usmash (Hit 1) (Hitbox 3),3,3.15,95,110,100,95,40
Samus,Usmash (Hit 2) (Hitbox 1),3,3.15,160,50,100,160,22
Samus,Usmash (Hit 2) (Hitbox 2),3,3.15,240,40,100,240,18
Samus,Usmash (Hit 2) (Hitbox 3),3,3.15,95,90,100,95,34
Samus,Usmash (Hit 3) (Hitbox 1),3,3.15,366,50,100,366,22
Samus,Usmash (Hit 3) (Hitbox 2),3,3.15,240,40,100,240,18
Samus,Usmash (Hit 3) (Hitbox 3),3,3.15,95,90,100,95,34
Samus,Usmash (Hit 4) (Hitbox 1),3,3.15,366,50,100,366,22
Samus,Usmash (Hit 4) (Hitbox 2),3,3.15,366,50,100,366,22
Samus,Usmash (Hit 4) (Hitbox 3),3,3.15,95,80,100,95,31
Samus,Usmash (Hit 5),6,6.3,80,50,150,80,32
Samus,Dsmash (Hit 1),10,10.5,31,70,46,31,32
Samus,Dsmash (Hit 2),12,12.6,31,70,48,31,33
Samus,Fthrow,9,9.45,42,60,55,42,28
Samus,Bthrow,8,8.4,40,60,55,40,28
Samus,Uthrow,4,4.2,90,80,70,90,37
Samus,Dthrow,6,6.3,80,80,50,80,35
Samus,Nair (Hit 1),10,10.5,32,40,100,32,26
Samus,Nair (Hit 2),9,9.45,45,40,100,45,25
Samus,"Nair (Hit 2, Late)",8,8.4,45,10,98,45,12
Samus,Fair (Hit 1) (Hitbox 1),3,3.15,80,15,100,80,11
Samus,Fair (Hit 1) (Hitbox 2),3,3.15,280,15,100,280,11
Samus,Fair (Hit 1) (Hitbox 3),3,3.15,60,15,100,60,11
Samus,Fair (Hit 2-4) (Hitbox 1),1.6,1.68,366,30,100,366,15
Samus,Fair (Hit 2-4) (Hitbox 2),1.6,1.68,18,30,100,18,15
Samus,Fair (Hit 5),5,5.25,361,40,140,13.08088121,26
Samus,Bair (Hitbox 1),12,12.6,361,30,98,1.37488323,23
Samus,Bair (Hitbox 2),14,14.7,361,42,98,24.86845994,29
Samus,Bair (Late),9,9.45,361,20,90,0,16
Samus,Uair (Hit 1) (Hitbox 1),3,3.15,90,30,100,90,15
Samus,Uair (Hit 1) (Hitbox 2),3,3.15,90,30,100,90,15
Samus,Uair (Hit 1) (Hitbox 3),3,3.15,361,0,130,0,9
Samus,Uair (Hit 2-5) (Hitbox 1),1,1.05,80,30,100,80,15
Samus,Uair (Hit 2-5) (Hitbox 2),1,1.05,80,30,100,80,15
Samus,Uair (Hit 2-5) (Hitbox 3),1,1.05,80,0,130,80,9
Samus,Uair (Hit 6),4,4.2,70,40,160,70,27
Samus,Dair (Early),10,10.5,361,25,100,0,20
Samus,Dair (Meteor),14,14.7,270,25,85,270,21
Samus,Dair (Late),11,11.55,361,25,100,0,20
Samus,Zair (Hit 1),1.5,1.575,45,30,30,45,13
Samus,Zair (Hit 2),3,3.15,45,30,100,45,18
Samus,Charge Shot,3,3.15,361,14,42,0,7
Samus,Charge Shot (Full Charge),25,26.25,40,30,62,40,29
Samus,Homing Missile,5,5.25,0,26,22,0,11
Samus,Super Missile,10,10.5,65,50,65,65,26
Samus,"Screw Attack (Ground, Hit 1) (Hitbox 1)",2,2.1,95,180,100,95,61
Samus,"Screw Attack (Ground, Hit 1) (Hitbox 2)",2,2.1,95,180,100,95,61
Samus,"Screw Attack (Ground, Hit 1) (Hitbox 3)",2,2.1,95,120,100,95,43
Samus,"Screw Attack (Ground, Hit 1) (Hitbox 4)",2,2.1,95,120,100,95,43
